Wavelength,F1,F2,FZ,F3,F4,FY,F5,FXL,F6,F7,F8,NIR
490,0.0018822093837968588,0.0070002906711724745,-0.010077606683516134,0.14701999313331998,0.039791141114881204,0.03542442808439654,-0.05428667108117696,-0.026733449305126705,0.007495290187194391,-0.0015923308726740653,0.0002996418859812776,-1.7011155795580761e-06
495,0.0005174192815391634,0.001426097235627107,-0.0029067771491626633,0.06828242864999542,0.088070757632847,0.03491307323130046,-0.0650169266245039,-0.025593455943863416,0.0069241887129439465,-0.0014416049169025883,0.00027032465375955274,-1.5346776933488761e-06
500,-0.000335518449758785,-0.001951038239959555,0.0015963841258672584,0.012357372144375881,0.1422292091371318,0.029698038028197173,-0.07084255854125768,-0.020654310945431572,0.005203142037141492,-0.0010364384140741992,0.00019279758709440798,-1.0945448574060585e-06
505,-0.0005542630804349848,-0.002626432161399658,0.0027146614797021918,-0.02002860820885965,0.19069927959070546,0.02448680368009344,-0.0742809241045571,-0.0157104535434806,0.003475585849294588,-0.0006288928656643247,0.0001147894594637863,-6.516806910229892e-07
510,-0.00035719007540826775,-0.001596370379233001,0.001563599288973965,-0.035750784937530644,0.2205373529656805,0.024681460463682466,-0.07762393208610385,-0.015241845215682103,0.003132129530648496,-0.0005301385051765375,9.536656689691016e-05,-5.414137195617688e-07
515,-4.4222020719500705e-06,-1.918302720451526e-05,-0.00048679581644627863,-0.041949882517509765,0.22241107305132457,0.03311403751147937,-0.07967480291082929,-0.021917553796385963,0.005101000277059206,-0.0009587732409559967,0.00017635966727165938,-1.0012236420634504e-06
520,0.0003292406929642776,0.0013619712592003624,-0.0024732629300485143,-0.04279056086405493,0.1949456489694729,0.047769043083680296,-0.07402086712111515,-0.03477869219011487,0.0093060773097331,-0.0019219258516008778,0.0003598683337841512,-2.043030031195024e-06
525,0.0005520151112323435,0.0022077644573554353,-0.003830437546355725,-0.03971016304104841,0.14581484121697347,0.062057557345052375,-0.05073061115830982,-0.049222958844973665,0.014586305596992722,-0.003188912167148197,0.000603003509035732,-3.423344974351036e-06
530,0.0006249976335102624,0.0024244964361934043,-0.004265593823523557,-0.0330366445727685,0.08848414725109,0.06810179910112894,-0.001975023213959449,-0.05911872610630727,0.01916183117173102,-0.004374733254794554,0.0008330941883778853,-4.72960374602292e-06
535,0.0005536184014586846,0.002087012606703694,-0.003767959141391047,-0.023493425112195924,0.03609655525499181,0.061629653897871506,0.07064828550721294,-0.060120164445536285,0.021431301303666644,-0.0050931414794982794,0.0009759593890824472,-5.540669145333028e-06
540,0.0003913036119911829,0.0014251559817670737,-0.0026677990592504424,-0.01292376075795785,-0.004059711300235675,0.04549358571896137,0.15190025143089797,-0.05222886644219743,0.02065637137764942,-0.005097775015253268,0.0009823266321632145,-5.5768133550104735e-06
545,0.00022787325647943848,0.0007751342706530815,-0.0015649992311572323,-0.004014742765928951,-0.03228561359724462,0.029028919730806225,0.21632598512551254,-0.039786798129815955,0.017124423622104024,-0.004336792643983208,0.000838766327386733,-4.761794293701693e-06
550,0.00015270415519222705,0.0004545413510123895,-0.0010705580221638618,0.0007817812396519442,-0.05367867825389974,0.022992946572203635,0.2393584546876149,-0.0286686847563399,0.011712393586387097,-0.0029032416419663663,0.000559753747636014,-3.1777905121003685e-06
555,0.00021033488296750796,0.0006159688974232869,-0.0014918898899418972,0.0004632529957125458,-0.07311988486363825,0.03312274802963297,0.21007141228998183,-0.02247484832590408,0.005187190848298144,-0.0009318097629667004,0.0001697187445476367,-9.634950944727487e-07
560,0.00037814546453650175,0.0011766921958037027,-0.0026723123885469017,-0.003991710417663449,-0.09161032839352441,0.05663989771688513,0.13724479400556325,-0.020331804977215467,-0.0022534374929141852,0.001478639648255568,-0.00031087542186837,1.7649163611398307e-06
565,0.0005816204117707432,0.0018752619721350801,-0.004094353429301735,-0.01014830192649199,-0.10608946783046787,0.08394327966492741,0.044680260748561414,-0.017690438580388414,-0.01091308696089184,0.004268322051988915,-0.0008667159901214431,4.920506062236871e-06
570,0.0007355207527930119,0.0024145015152273663,-0.005165538408654831,-0.015331348252276144,-0.11208744114236104,0.10395334530700048,-0.04071319684178105,-0.00928298627163948,-0.02112469049427257,0.007357745256409068,-0.001477924355495378,8.39041146482861e-06
575,0.0007831680587486157,0.002596380886758151,-0.005492140118016895,-0.017745932012494678,-0.10680044673768573,0.10933184254478964,-0.10015290118035816,0.007936682872344409,-0.032750127740979504,0.010578012878505164,-0.0021081274154451514,1.1968122435827538e-05
